,open,high,low,close,volume,value,middle,upper,lower
2021-07-02 21:00:00,38808000.0,39543000.0,38705000.0,39439000.0,1134.40074483,44478735764.77477,40066200.0,42165519.44862347,37966880.55137653
2021-07-03 01:00:00,39439000.0,39512000.0,38796000.0,38985000.0,400.64906769,15699531802.96103,39952050.0,42024322.63751922,37879777.36248078
2021-07-03 05:00:00,38933000.0,39539000.0,38769000.0,39442000.0,503.19587678,19755908398.7539,39838900.0,41748942.69999124,37928857.30000876
2021-07-03 09:00:00,39440000.0,39515000.0,38951000.0,39119000.0,1164.80526954,45628466190.74037,39691450.0,41310012.64695118,38072887.35304882
2021-07-03 13:00:00,39119000.0,40450000.0,39109000.0,40201000.0,1123.04115298,44572058978.89271,39625100.0,41020013.149531975,38230186.850468025
2021-07-03 17:00:00,40201000.0,40500000.0,40015000.0,40193000.0,1316.70809251,52997307557.77993,39600400.0,40932208.805623844,38268591.194376156
2021-07-03 21:00:00,40190000.0,40446000.0,40156000.0,40210000.0,567.17074347,22846753155.21025,39577100.0,40844420.73786865,38309779.26213135
2021-07-04 01:00:00,40193000.0,40535000.0,40153000.0,40380000.0,265.30632396,10698105201.58062,39580150.0,40855258.29674245,38305041.70325755
2021-07-04 05:00:00,40344000.0,40578000.0,40050000.0,40299000.0,496.19797151,19985590952.77819,39583300.0,40865521.6082378,38301078.3917622
2021-07-04 09:00:00,40299000.0,40600000.0,40088000.0,40489000.0,832.59544402,33580167654.1383,39585150.0,40872744.456422865,38297555.543577135
2021-07-04 13:00:00,40489000.0,41500000.0,40470000.0,41397000.0,1368.94325735,56092280501.53575,39621300.0,41068336.33242873,38174263.66757127
2021-07-04 17:00:00,41398000.0,41486000.0,41067000.0,41219000.0,863.36156904,35590770140.48933,39694750.0,41308785.527555354,38080714.472444646
2021-07-04 21:00:00,41215000.0,41252000.0,40800000.0,41205000.0,863.95595068,35461618966.17369,39802250.0,41519942.80692088,38084557.19307912
2021-07-05 01:00:00,41205000.0,41390000.0,41097000.0,41271000.0,264.28675795,10895351471.73603,39893800.0,41721833.12189282,38065766.87810718
2021-07-05 05:00:00,41261000.0,41643000.0,40900000.0,40948000.0,788.38055262,32517344041.37419,39976800.0,41839433.29159223,38114166.70840777
2021-07-05 09:00:00,40915000.0,40948000.0,39930000.0,40075000.0,2189.5712941,88374710442.86298,40023050.0,41844728.0552124,38201371.9447876
2021-07-05 13:00:00,40058000.0,40200000.0,39710000.0,40012000.0,1429.61589772,57137364686.38388,40057650.0,41849140.20885446,38266159.79114554
2021-07-05 17:00:00,40029000.0,40283000.0,39010000.0,39076000.0,2088.80014432,82892421868.65038,40091900.0,41771955.124409005,38411844.875590995
2021-07-05 21:00:00,39075000.0,39522000.0,39011000.0,39297000.0,1543.50306304,60641928914.57031,40103250.0,41757099.71951419,38449400.28048581
2021-07-06 01:00:00,39323000.0,40000000.0,38957000.0,39820000.0,756.61335878,29826332228.61903,40153850.0,41699209.13386886,38608490.86613114
2021-07-06 05:00:00,39819000.0,39960000.0,39400000.0,39506000.0,672.61940688,26728244909.63588,40157200.0,41696312.19795539,38618087.80204461
2021-07-06 09:00:00,39509000.0,40022000.0,39340000.0,39587000.0,1062.80754927,42184786165.17184,40187300.0,41651617.3512813,38722982.6487187
2021-07-06 13:00:00,39588000.0,40430000.0,39565000.0,40416000.0,1309.0918164,52628381637.46647,40236000.0,41660187.1550579,38811812.8449421
2021-07-06 17:00:00,40424000.0,40650000.0,39450000.0,39722000.0,1727.8760351,68978058682.18611,40266150.0,41614271.07452531,38918028.92547469
2021-07-06 21:00:00,39722000.0,40083000.0,39482000.0,39751000.0,1038.11480401,41304114450.30866,40243650.0,41611229.84853009,38876070.15146991
2021-07-07 01:00:00,39751000.0,39857000.0,39344000.0,39690000.0,583.88219232,23104229670.9143,40218500.0,41608321.41980461,38828678.58019539
2021-07-07 05:00:00,39728000.0,39961000.0,39500000.0,39814000.0,571.13153556,22693552878.17629,40198700.0,41600264.85476256,38797135.14523744
2021-07-07 09:00:00,39814000.0,40200000.0,39637000.0,40088000.0,1180.111364,47084710547.71933,40184100.0,41583795.13973967,38784404.86026033
2021-07-07 13:00:00,40088000.0,40580000.0,40046000.0,40349000.0,1432.40754164,57856074803.29027,40186600.0,41587337.45990434,38785862.54009566
2021-07-07 17:00:00,40349000.0,40700000.0,40190000.0,40533000.0,863.71387095,34906611177.2543,40188800.0,41591673.83234345,38785926.16765655
2021-07-07 21:00:00,40505000.0,40727000.0,40253000.0,40278000.0,927.88498636,37519141179.83257,40132850.0,41417075.14422237,38848624.85577763
2021-07-08 01:00:00,40279000.0,40547000.0,40238000.0,40412000.0,292.5930194,11814214348.31595,40092500.0,41280111.75651425,38904888.24348575
2021-07-08 05:00:00,40411000.0,40455000.0,39741000.0,39743000.0,1064.57603762,42565315848.72123,40019400.0,41093215.11689094,38945584.88310906
2021-07-08 09:00:00,39743000.0,39953000.0,39100000.0,39230000.0,2066.26040991,81343424318.86206,39917350.0,40871619.13890895,38963080.86109105
2021-07-08 13:00:00,39230000.0,39377000.0,38222000.0,38417000.0,2117.29076416,82252906866.0803,39790800.0,40836493.24273187,38745106.75726813
2021-07-08 17:00:00,38407000.0,38869000.0,38200000.0,38843000.0,1656.64358688,63824454599.66994,39729200.0,40847061.41688886,38611338.58311114
2021-07-08 21:00:00,38843000.0,39178000.0,38535000.0,39056000.0,1327.22326736,51602177687.15457,39681400.0,40829688.68550706,38533111.31449294
2021-07-09 01:00:00,39027000.0,39299000.0,38808000.0,39105000.0,377.22244472,14708985633.79195,39682850.0,40827988.79186409,38537711.20813591
2021-07-09 05:00:00,39137000.0,39201000.0,38700000.0,39082000.0,633.88619876,24672904775.33453,39672100.0,40836366.907362446,38507833.092637554
2021-07-09 09:00:00,39069000.0,39082000.0,38123000.0,38822000.0,1574.52960914,60755801911.79724,39622200.0,40843907.4505532,38400492.5494468
2021-07-09 13:00:00,38822000.0,39250000.0,38600000.0,38842000.0,1230.20925925,47879539285.0367,39589000.0,40859132.027948834,38318867.972051166
2021-07-09 17:00:00,38842000.0,39177000.0,38529000.0,38806000.0,822.73557877,31973931301.44254,39549950.0,40867479.981682375,38232420.018317625
2021-07-09 21:00:00,38806000.0,39612000.0,38680000.0,39486000.0,1380.45720846,54258291459.55896,39503450.0,40756341.976693735,38250558.023306265
2021-07-10 01:00:00,39486000.0,39606000.0,39261000.0,39395000.0,368.50415221,14533171035.31054,39487100.0,40736513.150664344,38237686.849335656
2021-07-10 05:00:00,39399000.0,40070000.0,39345000.0,39820000.0,786.66692712,31376418571.27651,39490550.0,40743407.697636366,38237692.302363634
2021-07-10 09:00:00,39801000.0,40257000.0,39564000.0,39865000.0,1014.43921206,40498646076.16825,39499300.0,40760439.852005385,38238160.147994615
2021-07-10 13:00:00,39865000.0,40000000.0,39602000.0,39874000.0,530.17345195,21106011356.46619,39502300.0,40766872.671737626,38237727.328262374
2021-07-10 17:00:00,39874000.0,40000000.0,39690000.0,39925000.0,778.26232421,31020304404.20409,39494150.0,40744853.93231818,38243446.06768182
2021-07-10 21:00:00,39925000.0,40000000.0,39800000.0,39967000.0,423.13635596,16894251317.17477,39475050.0,40681677.22190076,38268422.77809924
2021-07-11 01:00:00,39957000.0,40302000.0,39486000.0,39590000.0,974.96154765,38785518012.3011,39427900.0,40529597.42717908,38326202.57282092
2021-07-11 05:00:00,39590000.0,39850000.0,39124000.0,39626000.0,440.74630454,17435321787.93426,39395300.0,40427474.016336575,38363125.983663425
2021-07-11 09:00:00,39633000.0,39930000.0,39386000.0,39450000.0,990.87689439,39349035355.0558,39347200.0,40262981.08163145,38431418.91836855
2021-07-11 13:00:00,39450000.0,39657000.0,39250000.0,39514000.0,689.95047212,27230978820.08014,39335750.0,40236294.13375608,38435205.86624392
2021-07-11 17:00:00,39533000.0,39865000.0,39452000.0,39795000.0,617.64133655,24542609901.85328,39364000.0,40285774.033275746,38442225.966724254
2021-07-11 21:00:00,39799000.0,40000000.0,39617000.0,39922000.0,536.88815489,21393881463.68474,39439250.0,40277446.528895825,38601053.471104175
2021-07-12 01:00:00,39923000.0,40053000.0,39750000.0,39852000.0,215.53681305,8601840877.42566,39489700.0,40297708.36368806,38681691.63631194
2021-07-12 05:00:00,39849000.0,40580000.0,39744000.0,40194000.0,841.60969061,33937348389.15633,39546600.0,40385692.09079962,38707507.90920038
2021-07-12 09:00:00,40194000.0,40489000.0,39985000.0,40412000.0,807.43257981,32449519014.11637,39611950.0,40507888.549349725,38716011.450650275
2021-07-12 13:00:00,40386000.0,40570000.0,40090000.0,40196000.0,884.32786585,35628684764.80501,39667650.0,40563379.1120119,38771920.8879881
2021-07-12 17:00:00,40196000.0,40350000.0,39600000.0,39600000.0,1206.31929389,48133878506.83702,39706550.0,40510521.58237311,38902578.41762689
2021-07-12 21:00:00,39600000.0,39686000.0,39322000.0,39400000.0,992.31060901,39227536001.53631,39734450.0,40445448.84521362,39023451.15478638
2021-07-13 01:00:00,39400000.0,39495000.0,38970000.0,39001000.0,780.1988565,30610548138.55933,39744200.0,40405179.369054854,39083220.630945146
2021-07-13 05:00:00,39001000.0,39398000.0,38850000.0,39193000.0,690.48846715,27001884657.72277,39729550.0,40426627.65179493,39032472.34820507
2021-07-13 09:00:00,39177000.0,39363000.0,38947000.0,39035000.0,914.15043003,35737778272.77788,39711550.0,40461581.99230036,38961518.00769964
2021-07-13 13:00:00,39032000.0,39232000.0,38745000.0,39031000.0,934.63314163,36391228769.06304,39672100.0,40478960.556660876,38865239.443339124
2021-07-13 17:00:00,39030000.0,39186000.0,38817000.0,38977000.0,556.6060485,21711802240.28508,39627700.0,40485958.97208142,38769441.02791858
2021-07-13 21:00:00,38977000.0,38977000.0,38297000.0,38655000.0,1362.23607615,52465674456.20875,39566750.0,40519317.03038096,38614182.96961904
2021-07-14 01:00:00,38655000.0,38845000.0,38327000.0,38381000.0,423.96803808,16346054996.03797,39489550.0,40562522.9432015,38416577.0567985
2021-07-14 05:00:00,38381000.0,38812000.0,38340000.0,38713000.0,410.85584288,15882962356.31445,39426850.0,40528521.70102644,38325178.29897356
2021-07-14 09:00:00,38741000.0,38901000.0,37800000.0,37885000.0,1802.80460967,69091377075.98312,39341600.0,40636961.34361293,38046238.65638707
2021-07-14 13:00:00,37898000.0,38061000.0,37674000.0,37855000.0,1317.09079077,49853149146.48498,39253050.0,40699831.46969507,37806268.53030493
2021-07-14 17:00:00,37857000.0,38882000.0,37600000.0,38589000.0,1585.07755385,60824462518.49021,39210000.0,40683105.99182757,37736894.00817243
2021-07-14 21:00:00,38589000.0,38975000.0,38305000.0,38730000.0,990.61410401,38331736956.8618,39170800.0,40651549.96645561,37690050.03354439
2021-07-15 01:00:00,38728000.0,38973000.0,38550000.0,38658000.0,366.52747919,14207938791.60875,39113950.0,40581037.838650495,37646862.161349505
2021-07-15 05:00:00,38723000.0,38969000.0,38500000.0,38592000.0,446.5622442,17303923521.15732,39047450.0,40480495.26317775,37614404.73682225
2021-07-15 09:00:00,38590000.0,39045000.0,38450000.0,38500000.0,1858.91461288,71996029050.94302,38979850.0,40380278.09620201,37579421.90379799
2021-07-15 13:00:00,38500000.0,38510000.0,38150000.0,38290000.0,1322.72796923,50687466116.42633,38884650.0,40193419.33354257,37575880.66645743
2021-07-15 17:00:00,38290000.0,38350000.0,37675000.0,37814000.0,1472.19535962,55942992276.95746,38754750.0,39934596.53328545,37574903.46671455
2021-07-15 21:00:00,37814000.0,38078000.0,37500000.0,37538000.0,1399.61702179,52757806283.70452,38621850.0,39713657.824809946,37530042.175190054
2021-07-16 01:00:00,37538000.0,37597000.0,37088000.0,37385000.0,799.28228721,29839889306.01083,38511100.0,39634058.4798063,37388141.5201937
2021-07-16 05:00:00,37401000.0,37749000.0,37285000.0,37606000.0,510.8698307,19174595359.44641,38421400.0,39531929.58443041,37310870.41556959
2021-07-16 09:00:00,37606000.0,37765000.0,37276000.0,37573000.0,1037.14128301,38949494088.37095,38350000.0,39486934.75256032,37213065.24743968
2021-07-16 13:00:00,37573000.0,37679000.0,37152000.0,37477000.0,851.35061845,31838852472.98791,38264200.0,39392234.63925931,37136165.36074069
2021-07-16 17:00:00,37477000.0,37499000.0,36750000.0,36854000.0,1485.75719251,55062593238.77846,38155150.0,39386399.989580736,36923900.010419264
2021-07-16 21:00:00,36843000.0,38053000.0,36820000.0,37962000.0,1309.41850479,49190172748.95802,38101700.0,39263725.835386515,36939674.164613485
2021-07-17 01:00:00,37989000.0,38034000.0,37548000.0,37723000.0,500.8037384,18927440576.04769,38039000.0,39135653.47403167,36942346.52596833
2021-07-17 05:00:00,37744000.0,37767000.0,37116000.0,37199000.0,511.40257569,19144995172.21202,37966200.0,39083784.72656578,36848615.27343422
2021-07-17 09:00:00,37199000.0,37391000.0,36824000.0,36983000.0,1047.29583762,38822332763.84464,37896300.0,39077702.57410662,36714897.42589338
2021-07-17 13:00:00,36956000.0,37400000.0,36862000.0,37298000.0,569.70571542,21167994151.81458,37825550.0,38969916.97739311,36681183.02260689
2021-07-17 17:00:00,37298000.0,37640000.0,37000000.0,37158000.0,716.32012135,26717940250.70343,37789200.0,38971182.91910379,36607217.08089621
2021-07-17 21:00:00,37140000.0,37607000.0,37110000.0,37578000.0,448.29524978,16739605062.23599,37775350.0,38960573.63423886,36590126.36576114
2021-07-18 01:00:00,37578000.0,37800000.0,37312000.0,37533000.0,370.53628694,13898347450.19638,37722550.0,38847720.11111558,36597379.88888442
2021-07-18 05:00:00,37532000.0,37615000.0,37165000.0,37205000.0,381.53194885,14266476617.86886,37646300.0,38687570.29707921,36605029.70292079
2021-07-18 09:00:00,37205000.0,38172000.0,37167000.0,37793000.0,1340.92812045,50634518405.334,37603050.0,38533327.93809471,36672772.06190529
2021-07-18 13:00:00,37792000.0,37877000.0,37338000.0,37349000.0,509.64132208,19170980720.31622,37540900.0,38351357.67446904,36730442.32553096
2021-07-18 17:00:00,37344000.0,37505000.0,37271000.0,37496000.0,638.37918469,23861249648.09992,37490700.0,38163751.21413055,36817648.78586945
2021-07-18 21:00:00,37495000.0,37572000.0,37000000.0,37126000.0,612.41685233,22806727219.20653,37432500.0,38008899.1672448,36856100.8327552
2021-07-19 01:00:00,37126000.0,37499000.0,37080000.0,37443000.0,146.31754907,5452079499.37955,37413950.0,37961827.61791392,36866072.38208608
